county,state,# total covid cases,# covid cases per 100k,# covid deaths,population,# covid deaths per 100k,case_fatality_rate,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,voter_turnout,voter_gap,trump,biden
Clay County,Kansas,1985,24806.298425393652,35,8001,437,0.017632240925327912,2.4,5.5,50.61562842862367,4.3,53131,3.9,22.3,29.2,36.2,2.3,267.2,33.322580645161295,54.3,75.7,21.4
Mahaska County,Iowa,4934,22330.844082371575,87,22094,393,0.017632751973393757,2.0,6.2,49.36101520111206,3.9,48584,9.2,22.4,24.8,31.9,27.9,198.7,32.000955965824225,47.49999999999999,72.89999999999999,25.4
Henry County,Indiana,12979,27055.365629950807,229,47971,477,0.017643886141891624,1.7,6.199999999999995,48.093485991490056,5.3,41955,13.7,15.0,28.8,36.7,357.4,157.7,45.20762192737794,45.19999999999999,71.6,26.4
Montgomery County,North Carolina,7308,26894.343649946637,129,27172,474,0.017651888100001532,15.4,36.7,50.50464565494626,5.7,38530,25.5,14.9,29.6,30.7,70.4,294.2,34.53716510424671,31.700000000000003,65.4,33.7
Pike County,Alabama,7590,22920.818988947274,134,33113,404,0.01765480872655061,0.8,43.6,52.242617237960765,6.7,31844,20.0,23.6,25.4,38.4,48.9,199.2,46.66975917120878,17.4,58.1,40.7
Barnwell County,South Carolina,5834,27959.35972395284,103,20865,493,0.01765512482593204,2.3,48.8,52.40958325683863,8.9,32205,19.5,11.7,30.2,36.8,40.6,237.2,36.626550411396295,7.5,53.2,45.7
Walker County,Georgia,13813,19800.46157595218,244,69760,349,0.017664518803558106,2.0,8.599999999999996,50.57353991458846,5.8,39078,20.4,14.3,29.9,32.1,154.0,254.2,44.286931011640014,59.1,78.7,19.6
Wabash County,Indiana,8718,28126.209833526904,154,30995,496,0.017664601770307393,2.5,5.499999999999998,51.117809595579,4.8,45151,12.0,17.1,34.4,31.6,267.4,219.6,41.21295103092783,49.8,73.7,23.9
Gilliam County,Oregon,283,14801.255230125522,5,1911,261,0.017667838279915804,8.1,14.000000000000004,49.63350785340314,6.5,51978,8.5,18.8,17.0,27.2,21.4,311.1,18.982118294360383,43.3,70.8,27.500000000000004
Ocean County,New Jersey,168238,27707.819350248523,2975,607185,489,0.01768328200663151,9.0,15.1,51.846789633355314,6.0,62937,9.8,26.3,26.0,28.1,1069.8,177.6,25.431499585519585,28.000000000000007,63.2,35.2
Morton County,Kansas,621,24004.638577502898,11,2586,425,0.01771336268705915,22.6,27.599999999999987,47.66291368133743,4.4,55378,14.0,17.0,30.4,31.9,8.5,319.0,41.20323559150657,73.7,86.3,12.6
Charlotte County,Virginia,2540,21380.47138047138,45,11879,378,0.017716534735569497,2.1,32.50000000000001,50.79664914586071,5.7,36339,23.0,15.4,28.5,33.5,26.5,268.1,34.63084408715888,24.200000000000003,61.7,37.5
Lea County,New Mexico,19241,27073.30800619108,341,71069,479,0.017722571499804732,56.8,62.8,48.487159197180056,6.2,58994,28.6,12.6,29.0,33.8,1.4,198.2,48.69769951439643,59.6,79.0,19.4
Bureau County,Illinois,8461,25931.715091332597,150,32627,459,0.017728400688708183,8.8,11.6,50.90276331836164,6.5,52138,9.8,17.5,26.7,29.1,22.7,153.3,32.76725622163093,21.8,59.9,38.1
Delaware County,Indiana,24805,21733.03544048714,440,114134,385,0.017738359130262612,2.3,12.900000000000006,51.78198692404561,5.7,39449,12.0,23.3,29.2,31.5,116.4,213.7,47.96520120757003,13.300000000000011,55.60000000000001,42.3
Bennett County,South Dakota,789,23447.251114413077,14,3364,416,0.0177439774722462,7.3,69.0,54.44767441860465,5.2,34326,20.8,16.5,25.1,36.6,13.8,241.4,46.42210144927536,19.3,58.7,39.4
Dallas County,Arkansas,1747,24925.096304751034,31,7008,442,0.017744704193205254,3.1,46.8,52.02373104812129,7.4,34018,16.1,11.8,35.2,36.2,12.2,333.7,54.10602910602911,23.0,59.4,36.4
Stevens County,Washington,8277,18102.486713470244,147,45722,321,0.017760057777454902,3.5,13.1,50.21660814446624,8.8,43823,9.1,17.6,20.2,30.6,17.6,238.7,36.17141162514828,37.2,67.7,30.5
Van Buren County,Arkansas,3489,21087.941976427923,62,16544,374,0.01777013419976686,2.9,6.300000000000001,50.11641096053967,7.0,32975,18.7,12.2,33.0,35.6,24.4,295.4,41.91797346200241,57.10000000000001,77.4,20.3
Queens County,New York,667393,29611.13788002616,11862,2253857,526,0.017773635621324523,28.0,74.6,51.52222051229438,5.0,56866,19.6,30.2,28.0,23.8,432.9,165.0,57.71135728233756,-38.7,30.3,69.0
Lander County,Nevada,1181,21348.517715112073,21,5531,379,0.017781539561258292,26.8,32.2,44.351961950059454,6.5,74347,19.1,9.8,21.2,30.4,1.7,165.5,31.867007672634276,61.400000000000006,79.5,18.1
Navarro County,Texas,12469,24881.767206114182,222,50112,443,0.01780415415988328,26.2,42.7,50.81573001098696,4.3,43091,22.4,16.7,24.7,28.4,68.2,179.2,39.24505501494625,45.5,72.2,26.700000000000003
Fairfield County,South Carolina,6007,26880.56562402112,107,22346,478,0.01781255172611034,2.0,62.6,52.85114570578975,8.0,35490,19.2,15.2,26.7,41.3,53.9,178.8,32.83524268083458,-22.7,38.1,60.8
Kings County,New York,720568,28148.254054938803,12836,2559902,501,0.017813724725797744,19.3,64.0,52.64836035992276,5.9,47547,21.1,31.6,25.9,22.7,91.6,169.4,58.14129259841911,-48.89999999999999,25.2,74.1
Todd County,South Dakota,2975,29232.583276014542,53,10176,520,0.01781512545159242,4.2,91.5,51.028354632587856,7.4,27481,23.2,13.9,25.8,38.0,1.4,245.1,57.598530394121575,-56.3,21.0,77.3
Clearfield County,Pennsylvania,19533,24645.763674216138,348,79254,439,0.01781600359485996,2.9,6.900000000000007,47.91343324352177,6.4,40230,12.8,13.2,28.7,36.8,66.6,236.6,38.53742832456209,49.6,74.1,24.5
Huron County,Michigan,8138,26267.712468932572,145,30980,468,0.017817645394228983,2.3,4.5,50.30866141732283,5.1,41678,12.5,14.1,26.6,31.5,36.3,195.9,30.837543416482475,37.7,68.2,30.5
McCormick County,South Carolina,2244,23713.410123639438,40,9462,422,0.01782531114860467,0.9,50.8,43.88281411182175,7.2,38694,21.8,17.7,30.4,35.2,375.4,175.9,32.53996447602132,4.700000000000003,51.9,47.2
Cochise County,Arizona,31614,25106.018011149758,564,125921,447,0.017840197324475872,35.0,44.3,49.33921401245692,7.4,45025,13.7,23.1,20.9,26.0,21.3,209.3,37.35662148070907,18.29999999999999,58.2,39.900000000000006
Dale County,Alabama,12947,26330.025217603514,231,49171,469,0.017841970975191388,6.1,30.5,50.349239770817725,6.4,41940,15.3,16.9,26.9,36.5,89.6,219.0,47.00723643504695,46.3,72.5,26.200000000000003
Hall County,Georgia,47299,23135.7702222157,844,204440,412,0.017843929009399927,27.8,38.4,50.170844891504416,4.7,52238,21.5,22.8,21.9,25.7,457.5,147.5,24.55787982331861,43.19999999999999,70.89999999999999,27.700000000000003
Hooker County,Nebraska,112,16422.287390029327,2,681,293,0.01785712691327954,2.9,3.7999999999999945,53.94736842105263,4.1,40732,5.8,23.6,26.3,26.6,4.3,242.8,23.52941176470588,71.8,85.1,13.3
Kiowa County,Colorado,336,23897.581792318637,6,1405,427,0.01785713754251859,4.4,12.000000000000004,49.780701754385966,2.6,42310,8.8,19.4,22.7,19.5,0.8,364.7,8.704453441295547,77.19999999999999,88.1,10.9
Seneca County,Ohio,12869,23322.701076516,230,55177,416,0.01787240641951662,4.9,9.699999999999994,50.07290860321518,4.8,45003,10.4,14.7,23.6,35.1,130.3,252.8,40.51959034106925,33.900000000000006,66.10000000000001,32.2
Moore County,Tennessee,2238,34494.45129469791,40,6487,616,0.01787310018440124,0.2,6.700000000000006,50.682323072040624,4.7,50358,16.2,13.9,31.1,32.0,319.6,136.9,29.34717508484728,65.39999999999999,81.6,16.2
Dewey County,Oklahoma,1063,21733.796769576773,19,4890,388,0.017873939993044215,6.6,16.7,49.7553017944535,3.6,50348,11.3,22.6,32.5,35.5,56.2,274.8,32.52288329519451,80.9,90.0,9.1
El Paso County,Texas,208635,24860.051618253703,3734,839237,444,0.01789728472313021,82.2,87.6,50.98385889258228,5.2,40081,25.2,20.8,23.0,28.4,159.9,158.1,47.83449722959903,-34.39999999999999,31.9,66.3
Woodruff County,Arkansas,1732,27405.06329113924,31,6319,490,0.01789838233843058,0.5,30.8,52.78722460446548,6.7,29969,29.5,9.0,33.7,35.8,12.4,349.7,53.16767830045524,28.1,62.5,34.4
Hancock County,Tennessee,2011,30377.643504531723,36,6619,543,0.017901540631449993,0.9,2.900000000000001,50.44663133989402,10.0,27323,23.7,10.1,35.8,30.6,620.3,210.5,47.118905376758526,73.2,86.4,13.2
McLean County,North Dakota,2737,28962.962962962964,49,9449,518,0.017902812645129242,2.3,10.400000000000006,48.22525242011034,3.6,56616,9.9,17.6,23.9,33.4,2.3,134.0,26.81121099947118,53.6,75.8,22.2
Hamblen County,Tennessee,19709,30352.35777866757,353,64933,543,0.01791059912775585,11.5,18.1,50.98243126132515,6.3,37410,19.4,16.1,30.0,30.8,38.0,290.9,45.99091288219671,54.10000000000001,76.4,22.3
Izard County,Arkansas,3906,28659.476117103237,70,13628,513,0.017921146494594302,2.1,6.499999999999998,48.44316248798165,6.9,32744,18.7,12.3,32.2,33.9,23.6,295.3,47.02762026705688,62.10000000000001,79.7,17.599999999999998
Orangeburg County,South Carolina,23425,27183.057731360605,420,86174,487,0.01792956235675747,2.1,66.7,53.1071861394138,10.7,31382,19.5,18.8,27.0,41.9,118.6,244.4,39.40262948910262,-33.2,33.0,66.2
Barton County,Missouri,2844,24196.018376722815,51,11753,433,0.01793248882093921,2.5,7.299999999999981,50.39356891642941,5.4,37581,14.5,15.3,30.9,35.3,45.7,239.5,31.603826674169948,71.1,85.0,13.900000000000002
Randall County,Texas,27320,19838.359486758694,490,137712,355,0.017935578265243123,20.2,26.599999999999994,50.86325755254612,2.9,64636,8.4,30.7,28.2,26.6,47.6,280.6,32.446066555496124,58.80000000000001,78.60000000000001,19.8
Stewart County,Tennessee,3288,23973.751367116296,59,13714,430,0.01794403838369713,2.6,8.000000000000002,50.31702898550725,7.9,41590,15.2,12.4,34.0,31.4,61.0,244.2,38.74427220434825,59.1,78.7,19.6
Fayette County,Iowa,4123,20982.188295165393,74,19649,376,0.017948095611251623,2.3,5.900000000000005,49.54069218928447,4.5,45522,10.5,18.4,27.3,37.7,26.0,246.8,35.0965521636607,22.7,60.3,37.6
Bristol city,Virginia,4454,26572.008113590266,80,16761,477,0.01796138262322895,0.5,12.099999999999994,53.305615740469634,5.3,34099,19.1,20.4,25.2,27.3,1370.6,337.5,42.13186649817885,39.0,68.7,29.7
Garfield County,Washington,389,17483.14606741573,7,2224,314,0.01799485398589872,2.4,8.200000000000006,49.77538185085355,6.1,46404,3.1,21.9,27.5,33.1,3.2,197.4,12.811387900355871,47.6,72.2,24.6
Johnson County,Tennessee,5167,29047.672588261747,93,17787,522,0.017998838436252402,1.9,7.800000000000006,46.0663453995293,5.8,31330,25.8,9.3,33.1,29.2,187.6,233.7,46.53540065861691,67.1,83.0,15.9
Ashland County,Ohio,12109,22640.415825293545,218,53483,407,0.01800313801302223,1.3,3.9999999999999982,51.20921593275671,5.1,47369,12.8,19.7,30.7,27.9,264.2,230.8,36.04556348990635,48.50000000000001,73.4,24.9
Noble County,Ohio,3220,22323.904603438714,58,14423,402,0.018012421800856465,0.8,7.799999999999994,40.502138225962206,7.4,43953,19.2,9.5,32.4,33.5,129.5,264.1,47.23046908134702,62.20000000000001,80.80000000000001,18.6
Surry County,Virginia,1110,17284.33509810028,20,6421,311,0.0180180163947733,0.8,47.9,51.82908545727136,5.2,48707,21.2,18.8,26.1,35.3,25.3,264.0,17.27845754542084,-8.300000000000004,45.4,53.7
Lee County,Iowa,7880,23412.663041863507,142,33656,421,0.018020304339843852,3.5,9.000000000000004,49.53859422164727,5.3,44719,9.0,15.5,24.9,31.9,16.0,250.6,38.36257741079328,19.3,58.4,39.1
Obion County,Tennessee,10765,35800.99105390934,194,30068,645,0.018021365369053736,4.0,16.6,52.12172608369484,8.9,40683,18.9,15.4,38.0,33.6,42.1,221.7,42.61766328565972,60.70000000000001,79.80000000000001,19.1
Fremont County,Iowa,1387,19928.16091954023,25,6959,359,0.01802451203860764,2.5,4.700000000000001,50.56549749463135,3.3,54154,7.7,20.9,28.4,32.9,18.4,236.9,28.319077724060985,42.3,70.3,28.000000000000004
Franklin County,Virginia,10984,19599.586024767137,198,56041,353,0.01802621979218664,2.7,12.900000000000013,50.90178936332782,4.6,47419,16.9,19.8,22.3,28.4,81.3,227.4,33.707714336853414,42.2,70.5,28.3
Williams County,Ohio,9090,24773.792652349286,164,36691,446,0.018041803981938352,4.2,6.900000000000007,50.46005234613206,4.4,42214,11.0,13.7,31.4,35.9,206.4,203.9,35.53276232772902,46.5,72.3,25.8
Trimble County,Kentucky,2217,26171.64443395113,40,8470,472,0.018042398825331582,2.9,5.49999999999999,50.96010118431643,5.8,46708,15.2,13.5,28.4,34.0,32.5,287.3,35.30557219892151,51.3,74.7,23.4
Adair County,Kentucky,5929,30876.991980002083,107,19201,557,0.018046887872374972,1.8,6.5999999999999925,50.10360547036884,7.6,31558,26.0,15.6,33.5,34.3,1039.0,203.0,42.630890052356015,67.1,83.0,15.9
Shasta County,California,30802,17104.62016881386,556,180079,308,0.018050775865038712,9.6,19.59999999999999,50.95378355568722,7.8,43661,11.3,19.1,19.4,26.5,46.9,261.3,34.55989147504,32.7,65.2,32.5
Lycoming County,Pennsylvania,28894,25502.43161899046,522,113298,460,0.01806603440829918,1.9,9.30000000000001,50.9142272829685,5.9,45211,12.3,19.4,25.1,31.5,360.4,264.4,34.75995329058982,41.400000000000006,70.0,28.6
Siskiyou County,California,4483,10296.51576747284,81,43538,186,0.018068257459998717,12.0,22.799999999999997,50.135538708936366,9.4,38641,11.2,24.0,18.7,23.2,7.2,289.8,31.714633639252725,15.4,56.49999999999999,41.1
Ray County,Missouri,5147,22360.76114345295,93,23017,404,0.01806877757783607,2.3,6.000000000000004,50.343409597970165,5.4,51986,11.7,13.9,29.2,34.8,52.7,224.2,33.584088448167776,44.8,71.5,26.700000000000003
Monroe County,Arkansas,1936,28891.21026712431,35,6700,522,0.018078511462886804,2.5,45.6,53.70619946091644,6.3,30682,24.1,12.1,37.4,37.5,13.4,369.3,51.97065347210373,14.20000000000001,54.900000000000006,40.7
Cooke County,Texas,7409,17958.16467508544,134,41256,324,0.018086111241920486,17.3,23.6,50.44542289576081,3.7,57378,14.9,20.5,25.0,29.2,4.2,189.8,30.28231142479047,65.19999999999999,82.1,16.900000000000002
Highland County,Virginia,387,17671.23287671233,7,2189,319,0.018087850623294415,0.0,0.5999999999999907,53.90872119295075,3.5,38636,19.7,19.4,24.4,26.3,5.6,236.6,20.632452047693107,44.1,71.3,27.200000000000003
Warren County,Virginia,8675,21598.944328254158,157,40163,390,0.018097982500311444,4.2,12.400000000000016,50.12951706804134,4.7,60714,14.3,19.7,21.2,29.2,176.0,230.1,29.358629952988583,35.50000000000001,66.9,31.4
Jackson County,Texas,3258,22073.170731707316,59,14759,399,0.018109268934644904,32.3,40.6,51.11141230685823,3.8,52185,18.5,16.5,27.7,32.2,9.9,200.1,38.53310897753143,65.99999999999999,82.39999999999999,16.400000000000002
Cooper County,Missouri,4141,23383.59026483709,75,17708,423,0.01811156681691459,1.8,11.8,47.40635641316685,5.8,42166,12.3,19.3,27.1,35.4,193.0,185.6,36.3210995759614,46.2,72.0,25.8
Clarendon County,South Carolina,8776,26006.8158245666,159,33744,471,0.018117593230200627,3.0,52.6,50.74950228363977,7.8,32268,21.2,13.6,28.6,42.3,58.5,236.9,37.75157174212269,0.7000000000000028,50.0,49.3
Luzerne County,Pennsylvania,75379,23747.625363480845,1366,317416,430,0.018121758025283225,10.1,16.200000000000014,50.6878845585786,6.3,44222,11.4,21.4,28.2,28.9,1012.5,209.4,38.489885271820654,14.6,56.8,42.2
Harrison County,Missouri,1821,21803.16091954023,33,8351,395,0.018121910042728718,2.1,4.499999999999991,50.319210679048176,5.1,37486,15.5,12.0,27.1,34.1,23.6,326.0,40.16893477240732,68.0,83.6,15.6
Worcester County,Maryland,8825,16881.551763715663,160,52275,306,0.018130311409288256,3.4,20.000000000000004,51.114257452627086,10.6,55691,10.7,28.2,26.2,29.4,263.7,227.2,36.053355202855904,24.9,61.8,36.9
Scott County,Mississippi,6559,23321.718105532644,119,28123,423,0.0181430093285103,10.8,50.1,51.47364343814923,4.9,32049,28.3,11.2,33.2,33.7,182.6,150.1,51.88147236747668,22.5,60.6,38.1
Pearl River County,Mississippi,15151,27281.89430089133,275,55534,495,0.01815061700118397,3.0,18.099999999999987,50.76023179349307,6.3,38465,17.4,13.5,30.7,33.7,50.7,239.4,43.61040261257181,64.3,81.5,17.2
Lucas County,Iowa,1763,20500.0,32,8599,372,0.018150878153665447,0.1,0.8999999999999958,49.5,3.5,42582,9.4,12.7,27.3,33.8,28.3,205.7,28.53835468436487,43.3,71.0,27.700000000000003
Carbon County,Pennsylvania,16188,25222.024866785083,294,64181,458,0.018161601073871998,4.3,7.599999999999992,50.43368184162408,5.8,49252,11.1,15.0,23.4,35.0,12.8,274.2,35.130356195603056,32.1,65.4,33.300000000000004
Seminole County,Georgia,1651,20407.911001236094,30,8089,370,0.018170804471786525,3.0,38.4,53.17581003626155,8.0,37672,18.6,15.1,30.3,30.7,37.1,262.6,41.160430237842746,34.9,67.2,32.300000000000004
Bee County,Texas,8418,25849.83878397052,153,32564,469,0.018175338344317674,58.2,67.8,39.24959516025543,6.3,40680,28.6,8.9,23.5,29.3,4.3,337.6,62.26680040120362,28.90000000000001,63.8,34.9
San Jacinto County,Texas,5611,19442.808136110052,102,28858,353,0.01817857746963861,12.5,25.09999999999999,50.56495115906109,5.7,43087,19.0,12.3,26.5,28.1,16.7,324.6,38.71390439213784,61.900000000000006,80.4,18.5
Vermillion County,Indiana,4069,26255.000645244545,74,15497,477,0.018186286109946274,1.1,3.200000000000001,50.67757606750192,7.1,44388,11.3,13.2,31.3,33.1,769.7,220.2,38.07434390264095,40.6,69.3,28.7
Hudspeth County,Texas,989,20241.506344658206,18,4885,368,0.01820020038420623,78.4,81.5,50.27012425715829,5.8,32086,46.8,8.4,24.0,26.3,38.9,187.0,33.390903857225105,34.50000000000001,66.60000000000001,32.1
Lyon County,Iowa,2747,23368.77924287537,50,11754,425,0.018201673891457083,2.5,3.9000000000000026,48.82077479778629,2.0,61750,9.4,19.6,27.4,31.9,20.7,296.6,17.664023071377073,67.7,83.3,15.6
Waupaca County,Wisconsin,13835,27132.77113159443,252,50989,494,0.0182146727993157,3.0,5.400000000000005,49.07165398540202,4.7,52850,9.8,16.5,23.7,28.5,70.1,269.5,27.495830948054856,31.800000000000004,65.10000000000001,33.300000000000004
Starr County,Texas,20091,31084.739993501775,366,64632,566,0.018217112049091076,99.2,99.4,51.41122674235257,13.6,26699,53.3,9.6,25.3,29.6,45.5,204.9,40.36440562303808,-5.000000000000007,47.1,52.1
Jim Wells County,Texas,11411,28187.83656933946,208,40481,513,0.018228025429602793,80.2,81.69999999999999,51.27063265404909,7.9,46200,28.4,10.7,24.6,28.5,4.7,223.0,52.23833097595474,10.1,54.7,44.6
Baltimore County,Maryland,136250,16467.84389088316,2484,827369,300,0.018231192647169766,5.1,41.29999999999999,52.58116642148492,5.4,67766,9.8,36.0,23.2,28.8,1295.9,181.3,43.050193050193045,-23.099999999999994,37.6,60.7
Hocking County,Ohio,6731,23814.746674214548,123,28263,435,0.01827365891734276,0.6,3.400000000000006,50.530703751707705,5.5,42374,13.1,13.7,27.5,37.5,78.8,246.0,37.176449143273786,41.49999999999999,69.3,27.800000000000004
Beaver County,Pennsylvania,40744,24854.66268933502,745,163928,454,0.018284900799418562,1.5,10.29999999999999,51.47150647296341,5.9,51041,8.6,22.6,26.2,29.7,105.5,257.0,30.7175872514942,17.499999999999993,58.1,40.6
Greene County,Illinois,3663,28244.274809160306,67,12968,516,0.018291017791673005,0.4,3.300000000000006,49.80091653519646,6.2,39738,12.9,12.8,25.9,28.7,17.3,318.0,40.24003840614498,54.89999999999999,76.6,21.7
Morgan County,Ohio,3278,22594.43065894679,60,14507,413,0.01830384324881503,0.9,7.599999999999985,49.942462600690455,7.3,37923,13.5,10.7,28.8,36.7,1159.5,235.7,41.67823672335994,48.10000000000001,73.4,25.3
Grundy County,Tennessee,3986,29686.452669993298,73,13426,543,0.018314098888256424,1.2,18.8,50.78224417995359,7.9,28086,28.9,9.7,37.2,31.3,110.6,270.0,43.2566268569764,65.1,82.0,16.900000000000002
Edmonson County,Kentucky,2563,21094.650205761318,47,12149,386,0.018337884575189832,0.9,4.499999999999993,49.85492829312775,7.1,38544,20.2,11.6,29.8,31.2,210.9,241.8,36.75469362492264,58.7,78.7,20.0
Willacy County,Texas,7089,33191.31004775728,130,21357,608,0.01833827030133629,88.0,88.89999999999999,45.8720637391822,13.1,29782,36.9,9.2,23.3,27.6,13.9,230.2,60.58956595504029,-11.900000000000006,43.7,55.60000000000001
Shelby County,Iowa,2724,23782.084861183866,50,11453,436,0.018355359091212956,2.8,5.000000000000003,50.8664627930683,2.8,55637,8.4,19.7,29.4,29.4,360.7,206.5,24.26848335939245,40.4,69.3,28.9
Bent County,Colorado,2560,45902.815133584365,47,5576,842,0.01835937428283694,32.0,39.2,35.11884257664485,3.9,35424,21.6,7.5,22.5,26.5,4.3,203.7,52.167381974248926,33.50000000000001,65.9,32.4
Jack County,Texas,1523,17045.327364297707,28,8934,313,0.018384765700278024,16.3,22.09999999999999,43.737979409435454,4.3,52030,19.7,10.8,22.3,26.9,1.5,206.5,41.72706245181188,81.60000000000001,90.4,8.799999999999999
Winkler County,Texas,1846,23046.192259675405,34,8009,424,0.018418200519057393,59.4,63.1,48.97775491834898,5.7,55493,29.2,11.1,23.8,27.7,53.4,166.6,54.659842183834506,65.7,82.5,16.8
Madison County,Georgia,5972,19986.61311914324,110,29879,368,0.01841928971166628,4.9,17.099999999999994,49.84265734265734,5.4,45557,19.6,14.8,29.2,31.9,99.6,243.2,30.135640785781103,53.0,75.8,22.8
San Juan County,New Mexico,40943,33029.73587828135,755,123957,609,0.018440270575091542,19.9,60.79999999999999,50.45351385498476,7.0,47520,17.6,15.2,23.0,31.7,35.5,145.5,41.840445764238765,28.300000000000004,62.9,34.599999999999994
Greene County,Mississippi,3198,23538.937141174738,59,13585,434,0.018449030067259845,1.1,27.899999999999995,41.47525541627418,7.9,39615,26.0,8.7,33.8,38.5,47.2,214.6,47.29023383768913,65.9,82.5,16.6
Carroll County,Maryland,22133,13139.444454338754,409,168446,242,0.018479193880272922,3.2,10.2,50.52325199170446,4.3,84500,7.7,32.7,20.5,27.9,103.5,215.2,24.23865512035233,24.3,60.8,36.5
Ransom County,North Dakota,1515,29034.1126868532,28,5217,536,0.01848184696489459,1.6,5.000000000000004,48.77102199223803,2.4,56270,10.3,18.6,28.6,33.1,9.6,235.3,40.14634146341464,19.3,57.8,38.5
Putnam County,Ohio,8492,25078.99943888249,157,33860,463,0.01848798847753193,6.0,7.699999999999996,50.116050180685725,3.9,56519,7.3,20.2,27.2,35.2,99.7,238.2,22.08270617127466,66.39999999999999,82.39999999999999,16.0
Jefferson Davis County,Mississippi,2865,25745.86628324946,53,11127,476,0.01849912675395718,0.3,62.1,51.27588280780135,8.7,28271,22.7,14.7,35.3,39.4,14.9,231.6,32.831292664427345,-17.1,40.8,57.9
Nemaha County,Kansas,3243,31697.781253054443,60,10230,586,0.018501387033568083,1.8,4.400000000000003,49.64834076275384,2.6,54149,9.4,21.9,27.7,30.4,4.4,183.8,23.976213001756992,65.6,82.0,16.400000000000002
Morris County,Kansas,1513,26921.70818505338,28,5619,498,0.018506277692909603,4.5,7.7,50.90098126672614,4.4,44774,10.4,16.9,30.7,35.1,55.1,276.7,34.625975217989904,47.900000000000006,73.2,25.3
Fayette County,Georgia,17345,15158.930615883448,321,114420,280,0.018506774179839872,7.1,35.900000000000006,51.452323536344345,5.1,79069,6.3,43.3,20.0,31.1,548.3,154.4,13.179013893765362,6.399999999999999,52.5,46.1
Lake County,Oregon,1403,17829.457364341088,26,7868,330,0.018531716426819927,7.9,14.799999999999995,46.65044191110542,7.8,40328,14.5,18.3,17.9,28.0,11.2,239.0,30.624,61.3,79.5,18.2
Unicoi County,Tennessee,5176,28943.68953754963,96,17882,536,0.01854714029082032,4.4,6.300000000000005,50.19629837352776,8.1,37632,22.8,13.4,32.0,33.4,68.9,256.5,41.26062322946176,60.1,79.5,19.4
Palo Alto County,Iowa,2048,23047.49043439118,38,8885,427,0.018554686594009443,2.4,5.700000000000005,50.16465422612514,3.0,50600,8.1,18.3,26.8,35.7,29.8,288.8,27.66330556773345,37.400000000000006,68.10000000000001,30.7
Dallam County,Texas,2155,29573.212570330725,40,7286,548,0.018561484057471735,43.8,48.8,46.16345219925073,2.2,43523,25.6,11.1,24.0,31.5,0.6,,61.22251751630829,74.2,86.4,12.2
Columbia County,Georgia,20987,13391.911379966054,390,156713,248,0.01858293220287353,6.2,29.90000000000001,51.175525142113656,5.0,68067,8.9,34.2,20.1,30.3,427.6,136.6,21.302653553534977,25.800000000000004,62.1,36.3
Carlisle County,Kentucky,1076,22605.04201680672,20,4759,420,0.018587358867345832,2.3,5.600000000000003,51.37014314928425,5.8,40701,18.2,13.1,30.9,33.4,597.0,216.4,30.414138749670272,64.2,81.8,17.599999999999998
Lincoln County,Montana,4787,23958.95895895896,89,19979,445,0.018592019665928144,2.7,6.800000000000003,49.95064678684607,10.0,36734,11.8,18.9,24.3,28.8,1.6,189.4,25.819488100583744,49.3,73.6,24.3
Chilton County,Alabama,11131,25054.019987395335,207,44427,465,0.018596711718653205,7.7,19.6,50.79557128181714,5.7,41450,22.5,13.5,30.4,35.9,63.0,221.9,39.38821752265861,67.39999999999999,83.3,15.9
Yuma County,Arizona,62751,29352.112149008124,1167,213786,545,0.018597313160591364,62.9,68.2,48.64231132606557,21.8,39700,28.3,14.0,26.8,30.5,35.5,147.2,43.71113158500872,6.200000000000003,52.3,46.1
Glacier County,Montana,3978,28924.598269468475,74,13752,538,0.018602312252330007,2.8,68.89999999999999,49.63807852599254,9.0,33428,15.7,18.3,29.0,34.2,0.3,,38.82429642507878,-30.6,33.4,64.0
Teton County,Montana,1290,20985.846754514398,24,6146,390,0.01860464972056979,1.5,5.799999999999995,50.84437086092716,3.8,46208,8.7,22.4,24.0,26.7,2.0,264.6,19.69137144099109,43.3,70.6,27.3
Hart County,Kentucky,5428,28515.89177830313,101,19034,530,0.018607221470021713,1.7,8.300000000000002,50.68803626355837,5.2,38038,27.4,9.8,36.1,37.1,61.5,242.5,39.639379733141,53.0,75.8,22.8
Gray County,Kansas,1236,20641.28256513026,23,5987,384,0.01860841273394719,15.0,15.699999999999996,49.96668887408394,2.3,58543,24.4,20.2,23.6,36.0,13.6,165.8,41.863483000259535,68.5,83.5,15.0
Dallas County,Missouri,3812,22585.6144092902,71,16877,420,0.018625393005629775,1.9,5.099999999999989,50.629523751596615,6.2,34987,19.9,13.9,27.8,33.7,16.1,313.1,35.10187774670396,64.5,81.5,17.0
Marion County,Alabama,8157,27456.32636574775,152,29708,511,0.018634301598206428,2.5,8.099999999999989,50.4957082972919,7.0,37707,25.1,11.1,30.3,35.5,41.5,263.2,41.39851222104144,77.80000000000001,88.4,10.6
Miami County,Ohio,25909,24216.960939179524,483,106986,451,0.018642170602330577,1.6,7.200000000000008,50.53467972060223,4.4,51868,11.3,19.7,26.9,34.1,88.3,235.3,28.140570405035508,43.99999999999999,71.1,27.1
