county,state,# total covid cases,# covid cases per 100k,# covid deaths,population,# covid deaths per 100k,case_fatality_rate,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,voter_turnout,voter_gap,trump,biden
Cocke County,Tennessee,11586,32179.757804688365,216,36003,599,0.018643189896053947,2.2,6.40000000000001,51.162724746185695,7.9,30860,22.2,9.4,41.3,34.4,33.2,301.7,46.69677743126501,64.89999999999999,81.89999999999999,17.0
Mercer County,Missouri,697,19270.11335360796,13,3616,359,0.018651360308269683,1.7,4.199999999999998,49.98637230853093,4.4,38023,12.1,14.2,26.0,33.4,65.9,248.8,34.763476347634764,74.1,86.6,12.5
Washakie County,Wyoming,2359,30224.215246636773,44,7804,563,0.018651970383553606,14.2,17.800000000000008,50.10299285108445,4.0,50802,10.9,21.2,24.4,27.7,3.8,234.2,34.49795918367347,64.7,80.9,16.2
Jackson County,Kentucky,4286,32155.450521419465,80,13328,600,0.018665421869682175,0.0,0.7000000000000041,50.205699753160296,8.6,29090,29.8,8.6,35.3,37.5,86.6,257.1,40.7306909584262,79.19999999999999,89.1,9.9
McIntosh County,Georgia,1982,13784.949227987203,37,14377,257,0.01866801116710337,1.5,38.3,50.95654647606855,6.4,37603,21.4,14.2,27.9,30.9,33.8,209.5,41.70294271286784,21.0,60.0,39.0
Leake County,Mississippi,6427,28205.915913280085,120,22785,526,0.018671230454780918,4.4,52.6,49.71224276246949,6.3,32239,25.2,11.6,33.4,40.9,30.0,243.1,48.33456243854474,19.29999999999999,59.2,39.900000000000006
Crane County,Texas,1285,26787.575568063374,24,4796,500,0.018677041348090166,62.8,67.10000000000001,47.99421009098428,5.8,61098,29.4,11.8,24.1,29.3,1.7,317.5,45.26584122359796,67.0,83.0,16.0
Fountain County,Indiana,5404,33060.0758595375,101,16345,617,0.01868985901758218,2.4,4.400000000000004,50.22864019253911,5.9,45168,13.2,12.5,28.8,29.8,504.1,206.0,37.57921915343088,56.70000000000001,77.10000000000001,20.4
Scott County,Arkansas,2299,22361.63797295983,43,10280,418,0.01870378344046179,7.5,15.500000000000004,50.018896447467874,5.0,33202,24.2,12.2,30.6,32.5,12.6,258.1,54.71240913148833,69.79999999999998,83.39999999999999,13.6
Crawford County,Missouri,5396,22558.528428093647,101,23919,422,0.018717568222432018,1.9,4.500000000000004,50.6704391684094,6.0,37379,21.8,13.6,27.2,32.4,31.2,229.9,41.04341285192349,60.2,79.5,19.3
Towner County,North Dakota,641,29282.777523983554,12,2188,548,0.018720745909400014,1.6,9.59999999999999,49.37998228520814,2.7,51961,7.8,18.8,25.3,30.1,9.5,252.8,30.11329755515802,43.6,70.6,27.0
Ector County,Texas,37544,22586.525330429602,703,166222,422,0.0187246963064013,58.7,65.5,49.40543455927676,4.6,55555,26.6,14.3,31.3,31.6,20.1,299.8,53.93239781366357,47.900000000000006,73.4,25.5
Tallahatchie County,Mississippi,3203,23195.017742052285,60,13808,434,0.018732437754216742,15.0,64.60000000000001,41.61627267729522,7.6,28456,33.4,9.7,34.2,39.6,42.2,221.3,50.18382352941176,-10.9,43.7,54.6
Stanton County,Kansas,427,21286.141575274178,8,2005,399,0.018735358609986274,37.4,40.8,52.72899857617466,3.0,56591,20.0,17.9,32.6,31.3,5.6,228.4,40.26479750778817,59.900000000000006,79.10000000000001,19.2
Union County,Iowa,2720,22220.406829507392,51,12240,416,0.018749999310661788,2.8,5.499999999999993,51.50036008642074,4.1,44905,8.8,16.6,26.4,37.8,11.9,298.8,35.04210526315789,31.6,65.0,33.4
Decatur County,Tennessee,3732,31998.628140272656,70,11662,600,0.01875669831841644,3.2,8.30000000000001,50.826127900008565,8.1,37417,20.0,13.3,35.3,36.3,1243.3,176.4,42.47836090719842,63.400000000000006,80.60000000000001,17.2
Menifee County,Kentucky,1706,26290.645708121436,32,6488,493,0.018757325981399415,0.9,2.200000000000008,46.99890299326125,8.7,30828,28.6,11.9,28.5,33.3,93.6,201.4,37.8978978978979,50.3,74.5,24.2
Tunica County,Mississippi,2559,26567.691029900332,48,9631,498,0.018757326347896584,0.7,80.5,53.11405216037368,9.2,30689,24.2,17.6,35.5,40.7,46.2,255.1,50.34110289937465,-46.2,26.1,72.3
Wayne County,Ohio,23392,20216.057384841413,439,115709,379,0.018767099782972384,1.9,5.999999999999995,50.47060345943149,3.9,50106,14.8,20.2,24.6,30.3,97.8,267.9,38.368216336358586,37.0,67.7,30.7
Tucker County,West Virginia,2024,29594.970024857434,38,6838,555,0.01877470262970837,0.7,2.400000000000002,49.76545842217484,6.1,36466,13.2,13.8,35.4,37.8,17.0,249.1,33.51781390522311,49.50000000000001,73.9,24.4
Meigs County,Ohio,4686,20456.62897804165,88,22906,384,0.018779342322250484,0.6,3.200000000000005,50.43040371868813,8.3,38081,17.6,11.9,36.0,34.3,409.0,186.1,40.68114184944341,53.0,75.8,22.8
Kerr County,Texas,9690,18422.053231939164,182,52599,346,0.0187822495481708,26.1,30.099999999999987,51.61048836705344,3.7,44113,11.8,28.3,24.9,26.7,0.9,,28.262556250969844,51.7,75.2,23.5
Pulaski County,Virginia,7343,21579.92182678461,138,34026,405,0.018793408432610535,1.6,9.099999999999996,50.03786775415089,5.0,46186,17.3,16.4,27.0,33.0,109.0,262.1,37.69955414928808,41.6,70.0,28.4
Cedar County,Missouri,2922,20363.78841731131,55,14348,383,0.01882272351736059,2.0,5.000000000000002,50.34627037945463,5.3,33631,17.1,14.3,33.7,31.0,142.8,208.8,32.64759353171945,65.99999999999999,82.19999999999999,16.2
Andrews County,Texas,3822,20433.039294306334,72,18704,384,0.018838304059699003,55.4,58.9,48.910508050293,3.5,66878,23.3,13.6,23.8,28.1,55.0,265.4,45.245441795231415,69.8,84.3,14.499999999999998
Woodson County,Kansas,796,25366.475462077757,15,3137,478,0.018844218738163474,0.8,6.900000000000005,50.47199496538703,5.1,35502,11.0,18.4,27.3,33.4,16.5,287.6,39.74203950020153,60.6,79.5,18.9
Vinton County,Ohio,2918,22300.343905235004,55,13084,420,0.01884852574199706,0.5,3.200000000000013,49.71845989955867,6.6,37633,21.0,8.7,29.9,33.6,70.3,244.9,41.76615688209176,54.6,76.7,22.1
Franklin County,Texas,2228,20773.892773892774,42,10724,391,0.018850986586580493,13.9,20.400000000000013,49.158755522135536,5.0,42099,15.7,22.0,28.5,26.9,679.5,97.8,32.69619060438821,67.0,83.1,16.1
Effingham County,Georgia,10395,16167.413213885779,196,64295,304,0.01885521867383147,3.9,20.70000000000001,50.49661043670187,5.0,61195,14.3,17.9,24.9,35.2,109.4,164.0,22.452182442373715,49.50000000000001,73.9,24.4
Marion County,Illinois,11933,32073.646015320523,225,37204,604,0.01885527512900968,1.9,8.500000000000007,50.96984727842319,6.9,44289,13.1,13.8,26.5,33.5,376.3,225.2,41.31124066687123,47.3,72.8,25.5
Lincoln County,Mississippi,8324,24372.675899628142,157,34152,459,0.018861124232807256,1.1,32.800000000000004,52.24654044351804,6.2,36118,17.1,14.7,33.2,39.1,54.5,246.4,45.18908937021506,42.99999999999999,70.89999999999999,27.9
Miller County,Arkansas,9596,22183.69281272395,181,43256,418,0.018862025647540376,3.1,30.599999999999984,50.68327239488117,5.2,40877,15.4,12.7,34.1,35.9,69.5,236.5,49.83436160836398,46.39999999999999,72.1,25.7
Saginaw County,Michigan,50166,26328.468187615134,947,190538,497,0.018877327235822416,8.3,30.3,51.4883670531416,5.5,44548,12.1,20.1,23.1,38.9,47.1,387.0,30.74139352227263,-0.2999999999999971,49.1,49.4
Boone County,Arkansas,9468,25293.86621072879,179,37431,478,0.01890578771751386,2.3,5.800000000000006,51.09642050951307,5.1,39779,15.1,15.1,34.0,33.9,62.5,267.2,40.35571054925894,61.90000000000001,79.80000000000001,17.9
Floyd County,Virginia,2587,16426.4397739539,49,15748,311,0.018940857404682744,2.8,6.299999999999992,49.71142747210466,4.0,43355,16.3,16.7,24.7,26.5,40.2,211.4,23.604660637171023,34.400000000000006,66.4,32.0
Butte County,Idaho,475,18290.335001925298,9,2596,346,0.018947364432133806,2.5,5.400000000000012,48.33524684270953,4.3,42907,10.0,15.0,23.9,28.5,8.6,232.7,31.64251207729469,71.6,84.89999999999999,13.3
Ouachita County,Arkansas,5484,23453.938927380037,104,23381,444,0.018964259318667773,2.1,44.5,52.63352202805809,6.6,34971,14.5,15.9,33.5,34.8,35.6,263.0,51.84471218206158,20.6,58.4,37.8
Lewis County,Kentucky,4529,34116.760828625236,86,13274,647,0.018988738816764432,0.2,2.0999999999999983,50.25433099889421,8.6,30217,26.4,10.9,35.2,38.3,72.6,267.5,44.00875606738365,70.8,84.8,14.000000000000002
Union County,Arkansas,9268,23959.46435034383,176,38681,455,0.01899007316583866,3.8,38.9,51.399230423267205,6.4,40841,17.1,17.4,37.8,39.4,40.1,282.0,44.52564532349984,29.5,63.1,33.6
Scott County,Virginia,5845,27102.847074098117,111,21565,514,0.018990589923172114,1.3,3.100000000000007,49.79362943023777,5.1,36290,24.1,11.6,32.7,31.2,43.3,300.8,39.81018981018981,68.0,83.6,15.6
Brown County,Texas,12056,31840.270441580396,229,37863,604,0.018994691282393072,21.5,27.300000000000004,50.40357795008865,4.4,41316,15.3,16.4,25.9,25.2,7.7,219.0,43.03684379802022,72.6,85.8,13.2
Washington County,Mississippi,10470,23844.76986494796,199,43908,453,0.0190066855873287,1.5,74.5,53.085288112995286,10.5,30292,23.8,18.7,35.2,38.9,82.9,214.2,70.00370888134432,-19.999999999999996,39.1,59.1
Marion County,South Carolina,8564,27934.89252046841,163,30656,531,0.019033161851551125,2.7,61.2,53.80135369116953,10.0,32283,18.5,15.0,33.7,39.9,28.5,285.3,38.15612382234186,-21.499999999999996,38.8,60.3
Chambers County,Alabama,8508,25584.89204306249,162,33253,487,0.019040902456030767,2.2,43.79999999999999,51.85130550228647,6.0,34116,22.5,12.2,31.6,39.7,57.4,277.4,41.85231730073499,15.699999999999996,57.3,41.6
Kent County,Texas,210,27559.055118110235,4,761,525,0.019047609977328583,21.6,22.90000000000001,54.264705882352935,2.6,43026,20.3,23.3,25.7,26.4,0.3,,12.333965844402275,78.8,89.0,10.2
Jackson County,West Virginia,6926,24237.122060470323,132,28575,461,0.01905861941873203,0.4,2.900000000000009,50.41719603062871,7.2,41121,15.8,16.2,28.9,31.7,62.9,263.4,40.48814873557141,51.0,74.7,23.7
Orange County,Indiana,5035,25628.62669245648,96,19645,488,0.01906653388149883,1.4,4.400000000000001,50.63445956275798,6.0,39572,18.0,12.1,30.3,35.4,71.1,258.8,40.63067303166813,47.6,72.8,25.2
Summers County,West Virginia,2831,22516.503618865823,54,12572,429,0.019074531293729022,1.2,8.199999999999996,54.814534443603335,7.0,32456,18.9,13.0,31.6,36.1,38.6,267.4,48.83188273018781,46.99999999999999,72.89999999999999,25.9
Logan County,West Virginia,9747,30441.300477841283,186,32018,580,0.019082794510282195,0.8,4.000000000000008,50.63901475543162,11.4,36437,22.5,8.5,34.4,40.7,81.0,297.4,52.20868799530378,63.00000000000001,80.9,17.9
Crawford County,Ohio,11254,27121.99354123488,215,41493,518,0.019104318294790135,1.5,4.299999999999994,51.159101134237886,5.8,39881,12.6,12.6,26.0,32.0,65.4,259.6,38.27228327228327,50.50000000000001,74.4,23.9
Johnson County,Kentucky,6173,27821.344871101497,118,22187,531,0.01911550268725899,0.4,2.499999999999994,50.94519597641346,8.4,34271,24.5,10.5,31.4,37.2,282.3,184.4,42.60698198198198,67.1,82.89999999999999,15.8
Bronx County,New York,404527,28523.833262704247,7733,1418206,545,0.01911615293438605,55.7,90.5,52.904634143996,7.7,33687,29.8,18.3,31.1,30.4,47.6,217.6,61.18686675419024,-65.6,16.900000000000002,82.5
Franklin County,Arkansas,3818,21552.356759808074,73,17714,412,0.01911995759245789,2.9,7.599999999999991,51.27787451553109,5.2,40404,16.8,12.6,32.7,37.1,29.8,271.3,47.65263389905224,61.400000000000006,79.60000000000001,18.2
Ford County,Illinois,4496,34688.68142890209,86,12960,663,0.019128113453556195,3.0,5.700000000000006,50.65330363771344,5.4,50877,11.4,16.1,23.2,28.2,30.9,211.3,33.790353947880206,48.0,72.8,24.8
Bolivar County,Mississippi,9354,30540.681729136737,179,30627,584,0.01913619821321148,2.1,67.60000000000001,52.86072280426316,7.9,29297,25.3,21.4,33.5,37.5,21.5,272.7,52.5903884563649,-25.3,36.6,61.9
Wayne County,Michigan,416547,23811.625278747506,7973,1749342,455,0.019140697203643118,5.7,50.3,51.9033666662509,7.3,41434,15.6,21.6,25.6,33.5,488.4,141.5,32.644028692413144,-37.400000000000006,30.7,68.10000000000001
Barry County,Missouri,6625,18511.27441392607,127,35788,354,0.01916981103139908,9.0,13.499999999999998,49.7655234759026,5.0,38139,18.4,13.3,32.9,32.4,36.9,246.6,39.97999076496845,60.8,79.7,18.9
Knox County,Illinois,12722,25598.100565403733,244,49698,490,0.019179374161457523,5.5,16.59999999999999,49.23696811616771,6.2,38992,13.1,17.6,24.8,26.2,358.2,107.9,43.77366896858989,6.100000000000001,52.0,45.9
Luna County,New Mexico,6725,28364.75599983129,129,23708,544,0.019182155848592477,65.9,69.0,50.42148114642872,17.6,27268,30.5,13.9,24.9,24.3,164.4,142.7,45.14687965344525,10.400000000000006,54.400000000000006,44.0
Darke County,Ohio,12442,24342.14387729149,239,51112,467,0.019209130210503696,1.5,3.5999999999999908,50.7521331304532,4.2,46610,12.7,11.6,29.1,32.3,2800.0,243.0,31.957366322461915,63.5,81.0,17.5
Hopewell city,Virginia,6141,27258.20054152426,118,22528,523,0.019215111232452186,7.3,51.2,53.73327964926408,7.5,40122,19.8,10.9,26.1,31.8,2197.9,294.4,39.93246623311656,-14.699999999999996,41.8,56.49999999999999
Toole County,Montana,1249,26372.466216216217,24,4735,506,0.01921537075937784,3.5,12.000000000000004,43.053070960047705,3.4,45207,12.7,14.4,23.9,26.5,2.7,258.6,46.85857321652065,53.2,75.2,22.0
Prowers County,Colorado,2654,21804.14065067368,51,12171,419,0.019216276593207363,37.2,40.00000000000001,49.42899702085402,4.1,39184,19.7,13.9,22.1,26.1,7.7,233.1,31.844059405940595,46.1,72.2,26.1
Smyth County,Virginia,8896,29550.890247143238,171,30103,568,0.01922212208608226,2.0,5.700000000000003,50.840309284938336,6.5,37831,20.2,14.9,27.5,29.6,71.4,281.5,43.11526982334436,56.400000000000006,77.7,21.3
Fayette County,Alabama,4986,30585.204269414797,96,16301,588,0.019253910564502395,1.7,14.999999999999996,50.82547877769106,7.0,35664,23.9,13.8,31.4,33.7,27.5,284.9,32.873351732597364,67.39999999999999,83.3,15.9
Douglas County,Oregon,19726,17774.373761038027,380,110979,342,0.019263915546669796,5.5,11.599999999999993,50.60794229196103,7.7,41504,11.9,15.9,19.6,31.0,52.3,189.8,26.04879535014531,37.60000000000001,67.4,29.8
Hawkins County,Tennessee,16663,29343.500158489765,321,56785,565,0.019264238016778262,1.4,4.7,51.19853905889862,6.5,39506,18.7,13.0,38.8,32.9,45.1,284.3,44.11008346492217,65.79999999999998,82.19999999999999,16.400000000000002
Big Horn County,Montana,4980,37390.19445904347,96,13318,720,0.019277108046644415,5.6,72.3,50.59443190368699,6.6,38871,15.5,15.8,25.9,38.8,1.7,172.7,46.63390101725911,-4.599999999999994,46.8,51.4
Wheeler County,Texas,1193,23595.727848101265,23,5055,454,0.019279126632093326,26.5,31.7,48.722986247544206,3.9,52548,18.5,16.9,28.7,27.8,38.0,197.5,38.63934856842658,85.2,92.4,7.199999999999999
Camden County,Missouri,9280,20041.032285930243,179,46304,386,0.019288792895594906,2.7,5.500000000000004,50.24857875376212,6.5,44410,11.6,22.0,22.1,28.5,53.1,189.3,31.62397880326783,53.2,76.0,22.8
Greer County,Oklahoma,1296,22689.0756302521,25,5711,437,0.019290121968354786,11.0,24.6,42.455965437022265,5.4,34872,19.9,13.2,30.1,32.7,4.5,267.8,59.03239202657807,64.69999999999999,81.3,16.6
Greene County,Indiana,7205,22570.640937284632,139,31921,435,0.01929215795569524,1.3,3.200000000000004,50.54114890074312,6.8,41077,15.5,13.2,29.2,33.1,169.2,265.9,41.09818297736691,52.19999999999999,75.1,22.9
Wyandot County,Ohio,5441,24990.81388939923,105,21771,482,0.019297922821210754,2.7,4.700000000000001,50.46417305092385,3.7,47905,10.5,13.0,27.5,35.8,203.3,182.1,33.63961813842482,50.0,74.2,24.2
Forest County,Wisconsin,2694,29920.03553976011,52,9003,577,0.019302152215955742,2.2,20.299999999999997,49.37465412285556,7.5,41418,13.7,14.2,24.8,34.7,9.2,264.6,29.21395544346364,31.000000000000007,65.10000000000001,34.1
Northampton County,North Carolina,4351,22332.289688446337,84,19482,431,0.01930590624440574,2.1,61.400000000000006,51.31694898658572,7.6,32063,25.5,11.1,30.7,38.5,1058.1,190.2,38.58954041204438,-20.5,39.5,60.0
Wise County,Virginia,10306,27568.680951234517,199,37382,532,0.019309140119259268,1.2,8.299999999999985,47.86919244290447,8.3,38528,26.3,12.8,34.7,30.8,102.8,256.4,47.147683090063104,61.80000000000001,80.60000000000001,18.8
Roosevelt County,New Mexico,5023,27151.35135135135,97,18499,524,0.01931116823987322,41.0,46.89999999999999,49.9559881944804,5.5,36108,19.4,22.8,24.7,26.9,6.9,170.2,49.68017057569296,42.8,70.1,27.3
Calhoun County,Alabama,32453,28566.52436072356,627,113604,551,0.019320247683356707,3.6,27.3,51.87878158352592,7.0,41123,19.9,16.9,31.3,32.2,195.7,226.9,42.58737540024665,39.1,68.89999999999999,29.8
Monroe County,Missouri,2173,25138.8246182323,42,8643,485,0.019328116920013027,1.6,6.700000000000005,49.40064545873675,5.3,41376,10.7,14.0,30.3,30.8,37.6,198.2,33.48719475878499,56.80000000000001,77.60000000000001,20.8
McIntosh County,Oklahoma,4862,24811.185956317615,94,19595,479,0.01933360717125448,2.6,31.700000000000003,50.628962463520175,8.4,33450,17.2,13.5,35.6,37.9,17.9,259.3,46.96825093847426,49.6,74.0,24.4
Tate County,Mississippi,7396,26114.897072843472,143,28320,504,0.019334775292931646,2.5,35.2,51.01471782020965,7.2,40975,19.6,16.8,34.1,37.4,23.8,233.7,39.26876262982283,34.8,66.7,31.9
Cameron County,Texas,105092,24834.874504623513,2032,423162,480,0.01933543940610566,89.3,90.7,51.53343280953639,7.1,32215,35.9,16.1,25.8,33.2,15.1,302.2,49.42284015094608,-13.100000000000009,42.9,56.00000000000001
Stonewall County,Texas,362,26814.814814814814,7,1349,518,0.019337011232869825,22.7,27.40000000000001,48.80073800738008,4.4,42780,19.7,17.7,24.3,27.0,1.2,,10.571081409477522,67.8,83.6,15.8
Miller County,Missouri,6101,23814.356532261216,118,25618,460,0.01934109130730878,1.8,4.999999999999994,50.73155088788232,6.0,37360,15.7,15.4,25.0,30.8,8.3,289.5,34.682355424229634,65.69999999999999,82.19999999999999,16.5
Cleburne County,Alabama,3566,23916.83433936955,69,14909,462,0.019349410562271154,2.4,7.299999999999991,50.68612356918134,6.0,40418,24.7,10.6,30.1,30.0,26.7,258.4,36.3580192426516,80.5,89.8,9.3
Benzie County,Michigan,3514,19779.35382190701,68,17765,382,0.019351166210837614,2.4,6.100000000000004,50.2118886725461,6.6,48846,9.2,24.8,20.6,28.7,243.7,243.5,12.747330960854091,9.1,53.8,44.7
Pickens County,Alabama,5271,26447.566482689414,102,19929,511,0.019351166394400182,4.1,45.900000000000006,52.39960337134358,6.8,31933,21.4,9.6,30.0,36.4,22.4,249.9,38.02374077638756,16.299999999999997,57.9,41.6
Union County,South Carolina,7750,28371.650314833794,150,27315,549,0.019354838459937566,1.4,34.9,51.94440443612272,7.8,37501,20.8,13.6,31.7,36.9,161.6,203.1,38.84865538078325,24.5,61.7,37.2
Marion County,Mississippi,6974,28380.74309201156,135,24572,549,0.019357613717269663,1.5,34.99999999999999,51.22516296238121,7.4,33428,24.5,12.3,33.8,34.2,133.2,278.9,41.03697540173696,38.400000000000006,68.60000000000001,30.2
Audrain County,Missouri,5734,22585.47345202458,111,25387,437,0.019358213823540044,2.9,12.900000000000013,54.41524667158328,4.6,41302,15.0,12.3,27.7,34.7,10.4,362.4,45.475934734796176,47.1,72.5,25.4
Schuylkill County,Pennsylvania,34853,24655.663947820798,675,141358,477,0.019367055865012896,3.8,8.299999999999997,48.92748480459085,6.1,43169,12.9,14.9,27.9,35.1,16.1,290.1,39.28898902308035,39.79999999999999,69.19999999999999,29.4
Medina County,Texas,10269,19907.335607940448,199,51583,385,0.01937871244153557,51.3,55.5,48.354206146494185,4.4,53440,18.9,18.8,23.8,32.2,42.4,125.1,36.895674300254456,39.3,69.1,29.8
Itawamba County,Mississippi,7430,31765.711842667806,144,23389,615,0.019380888029866917,1.5,9.500000000000009,50.29224796279704,5.8,38366,21.1,13.0,34.2,34.5,3.4,271.6,40.8099173553719,75.89999999999999,87.3,11.4
Pike County,Mississippi,9751,24819.283241702302,189,39287,481,0.01938262722405264,1.6,56.0,52.493524130473055,7.4,30078,21.4,16.3,33.7,37.2,18.9,226.0,49.36708860759494,-1.6000000000000014,48.5,50.1
Snyder County,Pennsylvania,8149,20184.78153175468,158,40371,391,0.01938888183349022,2.2,4.800000000000002,50.51515898447128,4.5,49117,17.7,16.6,21.9,32.5,190.4,280.7,39.849504699009394,47.29999999999999,72.89999999999999,25.6
Guthrie County,Iowa,2372,22191.037515202544,46,10688,430,0.019392916551732014,2.4,4.400000000000003,50.103150787696926,3.6,49507,7.8,18.0,28.2,35.9,24.8,224.5,22.177419354838708,35.900000000000006,67.10000000000001,31.2
Lauderdale County,Mississippi,18898,25494.77234401349,367,74124,495,0.019420044346385626,2.2,46.9,51.41713862006366,6.7,38869,15.0,19.0,35.5,32.3,112.0,145.2,47.58696946499958,16.700000000000003,57.8,41.1
Hillsdale County,Michigan,10453,22920.73237583598,203,45604,445,0.01942026193991905,2.2,4.90000000000001,50.1143566620924,5.1,44780,12.7,15.6,26.7,32.0,74.7,198.7,34.326001128031585,47.900000000000006,73.2,25.3
Coahoma County,Mississippi,6486,29316.579280419453,126,22123,569,0.01942645668476015,0.1,78.39999999999999,53.893645044451766,10.3,28647,22.9,17.8,34.9,42.9,50.3,235.0,59.20187525012863,-46.8,25.9,72.7
